사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Jun-21,7호선,499,뚝섬유원지,225544 ,218115 ,37978 ,38465 
Jun-21,7호선,500,청담,439012 ,498283 ,60528 ,57661 
Jun-21,7호선,501,강남구청,379053 ,422181 ,42606 ,43316 
Jun-21,7호선,502,학동,552600 ,598079 ,52213 ,48263 
Jun-21,7호선,503,논현,482755 ,522504 ,44974 ,44303 
Jun-21,7호선,504,반포,128673 ,124519 ,27975 ,26287 
Jun-21,7호선,505,고속터미널,379243 ,310808 ,62282 ,54211 
Jun-21,7호선,506,내방,314087 ,323102 ,55810 ,54464 
Jun-21,7호선,507,이수,355318 ,346568 ,65283 ,62669 
Jun-21,7호선,508,남성,235852 ,216406 ,60732 ,60437 
Jun-21,7호선,509,숭실대입구(살피재),275306 ,277700 ,49983 ,52372 
Jun-21,7호선,510,상도,231996 ,223714 ,51980 ,49722 
Jun-21,7호선,511,장승배기,198555 ,191537 ,58566 ,59221 
Jun-21,7호선,512,신대방삼거리,358895 ,338843 ,76477 ,78043 
Jun-21,7호선,513,보라매,221773 ,222465 ,37175 ,36057 
Jun-21,7호선,514,신풍,257876 ,242240 ,60591 ,61352 
Jun-21,7호선,515,대림(구로구청),200497 ,201182 ,31004 ,30090 
Jun-21,7호선,516,남구로,372430 ,394548 ,53058 ,53361 
Jun-21,7호선,517,가산디지털단지,1089351 ,1088926 ,79516 ,75247 
Jun-21,7호선,518,철산,490621 ,503854 ,84564 ,83894 
Jun-21,7호선,519,광명사거리,477456 ,464423 ,128106 ,131058 
Jun-21,7호선,520,천왕,255795 ,240863 ,48434 ,47926 
Jun-21,7호선,521,온수(성공회대입구),247338 ,228644 ,34181 ,32829 
Jun-21,7호선,522,까치울,183844 ,177507 ,28270 ,28756 
Jun-21,7호선,523,부천종합운동장,108341 ,93747 ,18185 ,17923 
Jun-21,7호선,524,춘의,222313 ,216764 ,29388 ,28729 
Jun-21,7호선,525,신중동,337294 ,336380 ,46809 ,45535 
Jun-21,7호선,526,부천시청,295992 ,294964 ,48796 ,47613 
Jun-21,7호선,527,상동,308037 ,321587 ,43874 ,43267 
Jun-21,7호선,528,삼산체육관,117505 ,105461 ,27443 ,26529 
Jun-21,7호선,529,굴포천,212353 ,225470 ,32272 ,32623 
Jun-21,7호선,530,부평구청,185361 ,160069 ,25072 ,23011 
Jun-21,8호선,531,암사,410809 ,356369 ,92148 ,90981 
Jun-21,8호선,532,천호(풍납토성),332938 ,396171 ,68073 ,65337 
Jun-21,8호선,533,강동구청,220268 ,227073 ,54506 ,54769 
Jun-21,8호선,534,몽촌토성(평화의문),130804 ,136151 ,27224 ,26191 
Jun-21,8호선,535,잠실(송파구청),316427 ,381697 ,56376 ,54569 
Jun-21,8호선,536,석촌,162733 ,193263 ,41602 ,44587 
Jun-21,8호선,537,송파,157217 ,157432 ,45624 ,45304 
Jun-21,8호선,538,가락시장,149235 ,169737 ,51429 ,53090 
Jun-21,8호선,539,문정,495677 ,523702 ,48416 ,47918 
Jun-21,8호선,540,장지,392197 ,374706 ,66151 ,62624 
Jun-21,8호선,541,복정,252648 ,219109 ,40760 ,37458 
Jun-21,8호선,542,산성,133817 ,131169 ,30436 ,33831 
Jun-21,8호선,543,남한산성입구(성남법원.검찰청),299752 ,271842 ,69511 ,66513 
Jun-21,8호선,544,단대오거리,220806 ,212134 ,60442 ,58817 
Jun-21,8호선,545,신흥,87424 ,94698 ,33422 ,34507 
Jun-21,8호선,546,수진,103252 ,91579 ,35993 ,35471 
Jun-21,8호선,547,모란,77102 ,61741 ,47255 ,36597 
Jun-21,9호선,607,개화,56079 ,38799 ,11899 ,9951 
Jun-21,9호선,608,김포공항,212507 ,328623 ,15985 ,20418 
Jun-21,9호선,609,공항시장,57025 ,60768 ,21976 ,24185 
Jun-21,9호선,610,신방화,141477 ,136992 ,39425 ,39155 
Jun-21,9호선,611,마곡나루(서울식물원),274495 ,275983 ,26470 ,26316 
Jun-21,9호선,612,양천향교,212949 ,216368 ,39029 ,39621 
Jun-21,9호선,613,가양,429462 ,419063 ,109516 ,105843 
Jun-21,9호선,614,증미,154835 ,153944 ,39798 ,40641 
Jun-21,9호선,615,등촌,228637 ,221693 ,69731 ,70144 
Jun-21,9호선,616,염창,390811 ,380811 ,59912 ,59817 
Jun-21,9호선,617,신목동,85781 ,76690 ,18621 ,17319 
Jun-21,9호선,618,선유도,189005 ,182564 ,25429 ,24887 
Jun-21,9호선,619,당산,420547 ,421010 ,55313 ,50098 
Jun-21,9호선,620,국회의사당,340057 ,355664 ,41855 ,36494 
Jun-21,9호선,621,여의도,640275 ,611065 ,39991 ,36640 
Jun-21,9호선,622,샛강,126162 ,132519 ,21373 ,21557 
Jun-21,9호선,623,노량진,624468 ,606580 ,73766 ,74947 
Jun-21,9호선,624,노들,94332 ,78024 ,26700 ,24744 
Jun-21,9호선,625,흑석(중앙대입구),160300 ,167542 ,45798 ,46235 
Jun-21,9호선,626,동작(현충원),45479 ,36733 ,17694 ,16144 
Jun-21,9호선,627,구반포,53163 ,55661 ,18509 ,18572 
Jun-21,9호선,628,신반포,70237 ,69659 ,16794 ,16805 
Jun-21,9호선,629,고속터미널,301872 ,401355 ,49864 ,57286 
Jun-21,9호선,630,사평,70729 ,69385 ,16123 ,16195 
Jun-21,9호선,631,신논현,801022 ,797168 ,50943 ,47439 
Jun-21,공항철도 1호선,645,서울역,185239 ,172650 ,27320 ,24699 
Jun-21,공항철도 1호선,646,공덕,53214 ,70149 ,6182 ,7254 
Jun-21,공항철도 1호선,647,홍대입구,264952 ,261969 ,15467 ,14731 
Jun-21,공항철도 1호선,648,디지털미디어시티,325875 ,295858 ,21140 ,19970 
Jun-21,공항철도 1호선,649,마곡나루(서울식물원),191264 ,185543 ,11183 ,11259 
Jun-21,공항철도 1호선,650,김포공항,326020 ,182319 ,20894 ,13209 
Jun-21,공항철도 1호선,651,계양,225186 ,208638 ,24184 ,22827 
Jun-21,공항철도 1호선,652,검암,164689 ,162451 ,15596 ,15891 
Jun-21,공항철도 1호선,653,청라국제도시,163897 ,154957 ,10422 ,10227 
Jun-21,공항철도 1호선,654,운서,152028 ,153614 ,23093 ,23220 
Jun-21,공항철도 1호선,655,공항화물청사,52084 ,56332 ,8222 ,8096 
Jun-21,공항철도 1호선,656,인천공항1터미널,77390 ,85298 ,12915 ,13080 
Jun-21,공항철도 1호선,657,인천공항2터미널,47240 ,46893 ,5988 ,5799 
Jun-21,공항철도 1호선,658,영종,66720 ,67615 ,17965 ,17880 
Jun-21,9호선2~3단계,632,언주,237326 ,243350 ,24867 ,24593 
Jun-21,9호선2~3단계,633,선정릉,225284 ,246431 ,20178 ,21097 
Jun-21,9호선2~3단계,634,삼성중앙,150651 ,159319 ,19156 ,18947 
Jun-21,9호선2~3단계,635,봉은사,387051 ,397234 ,36493 ,34741 
Jun-21,9호선2~3단계,636,종합운동장,96798 ,96997 ,15908 ,14425 
Jun-21,9호선2~3단계,637,삼전,148423 ,143214 ,30060 ,29115 
Jun-21,9호선2~3단계,638,석촌고분,129605 ,128195 ,28453 ,28398 
Jun-21,9호선2~3단계,639,석촌,189165 ,168638 ,28217 ,24693 
Jun-21,9호선2~3단계,640,송파나루,105985 ,117564 ,21526 ,21904 
Jun-21,9호선2~3단계,641,한성백제,54557 ,49562 ,13538 ,12408 
Jun-21,9호선2~3단계,642,올림픽공원(한국체대),149042 ,148376 ,21912 ,21935 
Jun-21,9호선2~3단계,643,둔촌오륜,26849 ,22926 ,5315 ,5446 
Jun-21,9호선2~3단계,644,중앙보훈병원,187744 ,161835 ,72759 ,71165 
Jun-21,우이신설선,702,북한산우이,53632 ,49169 ,30423 ,32173 
Jun-21,우이신설선,703,솔밭공원,41489 ,37688 ,25354 ,26838 
Jun-21,우이신설선,704,4.19민주묘지,48599 ,47572 ,32042 ,28589 
Jun-21,우이신설선,705,가오리,68987 ,66314 ,43330 ,44397 
Jun-21,우이신설선,706,화계,54234 ,49103 ,35860 ,35597 
Jun-21,우이신설선,707,삼양,30664 ,31643 ,23818 ,26515 
Jun-21,우이신설선,708,삼양사거리,34294 ,35461 ,31210 ,31734 
Jun-21,우이신설선,709,솔샘,117978 ,107357 ,32373 ,33834 
Jun-21,우이신설선,710,북한산보국문,123564 ,115379 ,37368 ,37811 
Jun-21,우이신설선,711,정릉,83296 ,75129 ,39625 ,37173 
Jun-21,우이신설선,712,성신여대입구(돈암),60791 ,71260 ,25633 ,24546 
Jun-21,우이신설선,713,보문,27516 ,27210 ,12863 ,13179 
Jun-21,우이신설선,714,신설동,34698 ,35468 ,23098 ,20419 
